"site_name","subsite","spp","year","treatment","ct","ct_na","phen_stage"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2009","CTL",20,11,"first flower open"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2009","CTL",20,15,"first flower shed"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2009","CTL",20,12,"first fruit visible"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2009","CTL",20,10,"last flower shed"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2009","CTL",20,20,"MET snow free"
"DARING","DARING.TERNPLOT_B.KC","vaccinium","2009","CTL",20,0,"obs snow free"
"DARING","DARING.TERNPLOT_B.KC","ledum","2009","OTC",20,0,"first flower bud"
"DARING","DARING.TERNPLOT_B.KC","ledum","2009","OTC",20,2,"first flower open"
"DARING","DARING.TERNPLOT_B.KC","ledum","2009","OTC",20,4,"first flower shed"
"DARING","DARING.TERNPLOT_B.KC","ledum","2009","OTC",20,2,"first fruit visible"
"DARING","DARING.TERNPLOT_B.KC","ledum","2009","OTC",20,3,"last flower shed"
"DARING","DARING.TERNPLOT_B.KC","ledum","2009","OTC",20,20,"MET snow free"
